,0
4165,"['NA1_4546592763', 'NA1_4546311199', 'NA1_4546290347', 'NA1_4546259840', 'NA1_4546221199', 'NA1_4546173029', 'NA1_4545615665', 'NA1_4545548685', 'NA1_4545271951', 'NA1_4545245836', 'NA1_4545147416', 'NA1_4545111155', 'NA1_4526272491', 'NA1_4514012281', 'NA1_4513952220', 'NA1_4513916080', 'NA1_4513886947', 'NA1_4508401878', 'NA1_4508371344', 'NA1_4507840195']"
4166,"['NA1_4546681860', 'NA1_4546648040', 'NA1_4546167910', 'NA1_4546075735', 'NA1_4546024721', 'NA1_4545983198', 'NA1_4545930954', 'NA1_4545570471', 'NA1_4545366984', 'NA1_4545351289', 'NA1_4545277733', 'NA1_4545255496', 'NA1_4545211467', 'NA1_4544986373', 'NA1_4544938362', 'NA1_4544823676', 'NA1_4544810817', 'NA1_4544772387', 'NA1_4544746157', 'NA1_4543140101']"
4167,"['NA1_4546608932', 'NA1_4546578149', 'NA1_4546558966', 'NA1_4546488400', 'NA1_4546475534', 'NA1_4546458436', 'NA1_4545601168', 'NA1_4545506000', 'NA1_4545495919', 'NA1_4545475334', 'NA1_4535363781', 'NA1_4534530898', 'NA1_4534512383', 'NA1_4533907626', 'NA1_4533570451', 'NA1_4532611062', 'NA1_4532590028', 'NA1_4531721344', 'NA1_4531698327', 'NA1_4531680693']"
4168,"['NA1_4546756279', 'NA1_4546725981', 'NA1_4546709061', 'NA1_4546675401', 'NA1_4545807104', 'NA1_4545766296', 'NA1_4545742827', 'NA1_4545700254', 'NA1_4545657416', 'NA1_4545594765', 'NA1_4545574890', 'NA1_4545550425', 'NA1_4545535125', 'NA1_4545485106', 'NA1_4545471050', 'NA1_4545458255', 'NA1_4545451852', 'NA1_4545434991', 'NA1_4544803505', 'NA1_4544795249']"
4169,"['NA1_4545320109', 'NA1_4545302301', 'NA1_4545284260', 'NA1_4545252618', 'NA1_4545226089', 'NA1_4545189713', 'NA1_4545146643', 'NA1_4545103448', 'NA1_4545075577', 'NA1_4545022510', 'NA1_4544981121', 'NA1_4544783964', 'NA1_4544761142', 'NA1_4544641298', 'NA1_4544621150', 'NA1_4544606055', 'NA1_4544578277', 'NA1_4544570158', 'NA1_4544553143', 'NA1_4544322060']"
4170,"['NA1_4546772869', 'NA1_4546745259', 'NA1_4546617501', 'NA1_4546590302', 'NA1_4546561349', 'NA1_4546253226', 'NA1_4546218646', 'NA1_4546194096', 'NA1_4546156806', 'NA1_4546107539', 'NA1_4546070779', 'NA1_4546020986', 'NA1_4545724276', 'NA1_4545694117', 'NA1_4545544528', 'NA1_4545536813', 'NA1_4545515761', 'NA1_4544734083', 'NA1_4544435057', 'NA1_4544403656']"
4171,"['NA1_4545669379', 'NA1_4545648799', 'NA1_4545536628', 'NA1_4545513739', 'NA1_4545487528', 'NA1_4544747194', 'NA1_4544724280', 'NA1_4544693724', 'NA1_4544681352', 'NA1_4544657515', 'NA1_4544643086', 'NA1_4544618983', 'NA1_4544612765', 'NA1_4544594779', 'NA1_4544570262', 'NA1_4541864639', 'NA1_4541850429', 'NA1_4541849921', 'NA1_4540897148', 'NA1_4540881322']"
4172,"['NA1_4546306397', 'NA1_4546290843', 'NA1_4546257807', 'NA1_4546221199', 'NA1_4546172257', 'NA1_4546132257', 'NA1_4545608675', 'NA1_4545589327', 'NA1_4545566571', 'NA1_4545557881', 'NA1_4545009691', 'NA1_4544982859', 'NA1_4543781993', 'NA1_4543243342', 'NA1_4543187731', 'NA1_4543142489', 'NA1_4542980663', 'NA1_4542969284', 'NA1_4542463565', 'NA1_4542430791']"
4173,"['NA1_4546069922', 'NA1_4546051120', 'NA1_4545811972', 'NA1_4545772212', 'NA1_4545683074', 'NA1_4545665744', 'NA1_4545062522', 'NA1_4545025372', 'NA1_4544955424', 'NA1_4544747194', 'NA1_4544735916', 'NA1_4544712443', 'NA1_4544688099', 'NA1_4543892801', 'NA1_4543008175', 'NA1_4542990372', 'NA1_4542891383', 'NA1_4542876041', 'NA1_4542855284', 'NA1_4542856811']"
4174,"['NA1_4546423926', 'NA1_4545353088', 'NA1_4545341745', 'NA1_4545288517', 'NA1_4545256333', 'NA1_4545209658', 'NA1_4544614172', 'NA1_4544599247', 'NA1_4544575328', 'NA1_4544547118', 'NA1_4544520681', 'NA1_4544293265', 'NA1_4544262662', 'NA1_4544216312', 'NA1_4544197838', 'NA1_4544143558', 'NA1_4543948316', 'NA1_4543271231', 'NA1_4543254089', 'NA1_4543223215']"
4175,"['NA1_4546641653', 'NA1_4546584943', 'NA1_4546552278', 'NA1_4546046092', 'NA1_4545995676', 'NA1_4545960806', 'NA1_4545925166', 'NA1_4545718664', 'NA1_4545696378', 'NA1_4545672297', 'NA1_4545651434', 'NA1_4545630069', 'NA1_4545563984', 'NA1_4545536628', 'NA1_4545319159', 'NA1_4545289475', 'NA1_4545264115', 'NA1_4545232908', 'NA1_4545203171', 'NA1_4545168549']"
4176,"['NA1_4546750677', 'NA1_4546584161', 'NA1_4546561237', 'NA1_4546162886', 'NA1_4546117125', 'NA1_4546074949', 'NA1_4545815804', 'NA1_4545772212', 'NA1_4545728954', 'NA1_4545700192', 'NA1_4545669095', 'NA1_4545632878', 'NA1_4545607089', 'NA1_4545181610', 'NA1_4545140706', 'NA1_4545113996', 'NA1_4544862351', 'NA1_4544832190', 'NA1_4544798310', 'NA1_4544775418']"
4177,"['NA1_4546503319', 'NA1_4546488456', 'NA1_4546473375', 'NA1_4546457403', 'NA1_4546413044', 'NA1_4546395199', 'NA1_4546388197', 'NA1_4546369522', 'NA1_4546355697', 'NA1_4546360908', 'NA1_4546327675', 'NA1_4545706520', 'NA1_4545686887', 'NA1_4545651553', 'NA1_4545630589', 'NA1_4545615868', 'NA1_4545595180', 'NA1_4545575058', 'NA1_4545559849', 'NA1_4545535296']"
4178,"['NA1_4546683135', 'NA1_4546647248', 'NA1_4546626685', 'NA1_4546600581', 'NA1_4546582180', 'NA1_4546553629', 'NA1_4546300298', 'NA1_4546276545', 'NA1_4545557566', 'NA1_4545535125', 'NA1_4545513739', 'NA1_4545488635', 'NA1_4545487787', 'NA1_4545456691', 'NA1_4545433529', 'NA1_4544894090', 'NA1_4544854267', 'NA1_4540988958', 'NA1_4540927658', 'NA1_4540919813']"
4179,"['NA1_4546102683', 'NA1_4546085330', 'NA1_4546051550', 'NA1_4546028762', 'NA1_4545655190', 'NA1_4545626910', 'NA1_4545609291', 'NA1_4545135622', 'NA1_4545109228', 'NA1_4545055376', 'NA1_4545026204', 'NA1_4544992367', 'NA1_4544641964', 'NA1_4544623741', 'NA1_4544600950', 'NA1_4544585809', 'NA1_4544528550', 'NA1_4544078856', 'NA1_4542258219', 'NA1_4542239507']"
4180,"['NA1_4546336428', 'NA1_4546317241', 'NA1_4546304437', 'NA1_4546279007', 'NA1_4546224966', 'NA1_4546182450', 'NA1_4546151073', 'NA1_4546065409', 'NA1_4545957492', 'NA1_4545893601', 'NA1_4545834924', 'NA1_4519482388', 'NA1_4519469602', 'NA1_4519465189', 'NA1_4519393068', 'NA1_4519302690', 'NA1_4518539185', 'NA1_4505198352', 'NA1_4504531747', 'NA1_4499911934']"
4181,"['NA1_4546753430', 'NA1_4546729014', 'NA1_4546690693', 'NA1_4546319235', 'NA1_4546294356', 'NA1_4546261674', 'NA1_4546226496', 'NA1_4545177563', 'NA1_4545093668', 'NA1_4545050765', 'NA1_4545002703', 'NA1_4544972557', 'NA1_4544935138', 'NA1_4544706024', 'NA1_4544681459', 'NA1_4544670797', 'NA1_4544634873', 'NA1_4544405879', 'NA1_4544385150', 'NA1_4544364996']"
4182,"['NA1_4546772018', 'NA1_4546735033', 'NA1_4546494268', 'NA1_4546347147', 'NA1_4546319598', 'NA1_4546301756', 'NA1_4546236288', 'NA1_4546204938', 'NA1_4546161073', 'NA1_4546124743', 'NA1_4546073074', 'NA1_4546025344', 'NA1_4545982410', 'NA1_4545636451', 'NA1_4545597345', 'NA1_4545590382', 'NA1_4545558521', 'NA1_4545526908', 'NA1_4545367944', 'NA1_4545334647']"
4183,"['NA1_4546453297', 'NA1_4546441909', 'NA1_4546432777', 'NA1_4546404289', 'NA1_4546394198', 'NA1_4546388202', 'NA1_4546376116', 'NA1_4546364115', 'NA1_4546360804', 'NA1_4546346817', 'NA1_4546321035', 'NA1_4546303925', 'NA1_4546275986', 'NA1_4546240903', 'NA1_4546200971', 'NA1_4545725212', 'NA1_4545407428', 'NA1_4545403866', 'NA1_4545389265', 'NA1_4545384050']"
4184,"['NA1_4546544540', 'NA1_4546528306', 'NA1_4546516139', 'NA1_4546125407', 'NA1_4546075039', 'NA1_4546043213', 'NA1_4546000482', 'NA1_4545896329', 'NA1_4545857048', 'NA1_4545782846', 'NA1_4545753394', 'NA1_4545713645', 'NA1_4545667546', 'NA1_4545551264', 'NA1_4545520054', 'NA1_4545500158', 'NA1_4544971923', 'NA1_4544904074', 'NA1_4544844780', 'NA1_4544799780']"
4185,"['NA1_4546171491', 'NA1_4545002622', 'NA1_4544625759', 'NA1_4544591116', 'NA1_4544585809', 'NA1_4544555723', 'NA1_4544553969', 'NA1_4544541973', 'NA1_4544524138', 'NA1_4544505377', 'NA1_4544507766', 'NA1_4543387944', 'NA1_4543330522', 'NA1_4539886556', 'NA1_4539880028', 'NA1_4539871888', 'NA1_4539852179', 'NA1_4539836124', 'NA1_4539045976', 'NA1_4537980927']"
4186,"['NA1_4546748654', 'NA1_4546754890', 'NA1_4546726853', 'NA1_4546681320', 'NA1_4546658685', 'NA1_4546644775', 'NA1_4545713515', 'NA1_4545695878', 'NA1_4545670909', 'NA1_4545645187', 'NA1_4545623397', 'NA1_4545305184', 'NA1_4545281307', 'NA1_4545241583', 'NA1_4545214480', 'NA1_4545166613', 'NA1_4545136597', 'NA1_4545071481', 'NA1_4545028618', 'NA1_4544987575']"
4187,"['NA1_4546717199', 'NA1_4546705893', 'NA1_4546672945', 'NA1_4546641881', 'NA1_4546616888', 'NA1_4546582385', 'NA1_4546573881', 'NA1_4546546180', 'NA1_4545611528', 'NA1_4545590023', 'NA1_4545570877', 'NA1_4545553942', 'NA1_4544677904', 'NA1_4544653277', 'NA1_4544632760', 'NA1_4543840801', 'NA1_4543823946', 'NA1_4541984551', 'NA1_4541967370', 'NA1_4541539581']"
4188,"['NA1_4546021909', 'NA1_4545979887', 'NA1_4545935093', 'NA1_4545899139', 'NA1_4545873741', 'NA1_4545823124', 'NA1_4545779503', 'NA1_4545749374', 'NA1_4545708555', 'NA1_4545686595', 'NA1_4545662130', 'NA1_4545631001', 'NA1_4545605502', 'NA1_4545589233', 'NA1_4545580777', 'NA1_4545556877', 'NA1_4545302936', 'NA1_4545278378', 'NA1_4545259663', 'NA1_4545242121']"
4189,"['NA1_4546098665', 'NA1_4545969705', 'NA1_4545921571', 'NA1_4545621492', 'NA1_4545603586', 'NA1_4545582635', 'NA1_4545573151', 'NA1_4545547474', 'NA1_4545534295', 'NA1_4545523998', 'NA1_4545212003', 'NA1_4545168426', 'NA1_4545136438', 'NA1_4545097437', 'NA1_4544304890', 'NA1_4544262801', 'NA1_4543494370', 'NA1_4543493938', 'NA1_4543470185', 'NA1_4543445623']"
4190,"['NA1_4546383513', 'NA1_4546365705', 'NA1_4546184451', 'NA1_4546167844', 'NA1_4546134493', 'NA1_4546086847', 'NA1_4546030505', 'NA1_4545993933', 'NA1_4545722284', 'NA1_4545698939', 'NA1_4545677018', 'NA1_4545193208', 'NA1_4545158491', 'NA1_4545116173', 'NA1_4545075948', 'NA1_4545013445', 'NA1_4544978976', 'NA1_4544669063', 'NA1_4544643893', 'NA1_4544620069']"
4191,"['NA1_4546676431', 'NA1_4546241348', 'NA1_4546097614', 'NA1_4546045404', 'NA1_4546020270', 'NA1_4545989837', 'NA1_4545670296', 'NA1_4545642559', 'NA1_4545627390', 'NA1_4545615886', 'NA1_4545585566', 'NA1_4545113996', 'NA1_4545054756', 'NA1_4544995632', 'NA1_4544794767', 'NA1_4544765766', 'NA1_4544733904', 'NA1_4544706228', 'NA1_4544686939', 'NA1_4544398674']"
4192,"['NA1_4546758138', 'NA1_4546722320', 'NA1_4546117125', 'NA1_4546074949', 'NA1_4545917259', 'NA1_4545192864', 'NA1_4545152675', 'NA1_4545020278', 'NA1_4544976856', 'NA1_4544892725', 'NA1_4544856623', 'NA1_4544833206', 'NA1_4544684106', 'NA1_4544668872', 'NA1_4544616390', 'NA1_4544451129', 'NA1_4544246219', 'NA1_4544190732', 'NA1_4544152538', 'NA1_4543879773']"
4193,"['NA1_4546241623', 'NA1_4546210504', 'NA1_4546177475', 'NA1_4546148771', 'NA1_4546103075', 'NA1_4545531888', 'NA1_4545516111', 'NA1_4545502469', 'NA1_4545486164', 'NA1_4544692023', 'NA1_4544661221', 'NA1_4544643684', 'NA1_4544620475', 'NA1_4544612744', 'NA1_4544579349', 'NA1_4544563851', 'NA1_4544545977', 'NA1_4544545064', 'NA1_4544530160', 'NA1_4544512380']"
4194,"['NA1_4546514879', 'NA1_4545836750', 'NA1_4545545537', 'NA1_4545528200', 'NA1_4545445136', 'NA1_4544811948', 'NA1_4544788836', 'NA1_4544762814', 'NA1_4544562446', 'NA1_4544546458', 'NA1_4544537298', 'NA1_4544068990', 'NA1_4544038417', 'NA1_4543921743', 'NA1_4543855884', 'NA1_4543830474', 'NA1_4543724370', 'NA1_4543207423', 'NA1_4543173571', 'NA1_4542893900']"
4195,"['NA1_4545554712', 'NA1_4545467719', 'NA1_4544817685', 'NA1_4544793492', 'NA1_4544757446', 'NA1_4544746744', 'NA1_4544722900', 'NA1_4544686646', 'NA1_4544673972', 'NA1_4544655495', 'NA1_4544639348', 'NA1_4544618163', 'NA1_4544075814', 'NA1_4542382515', 'NA1_4541929208', 'NA1_4541913269', 'NA1_4541900439', 'NA1_4541060666', 'NA1_4540966898', 'NA1_4540936565']"
4196,"['NA1_4546186562', 'NA1_4546168260', 'NA1_4546133482', 'NA1_4546082458', 'NA1_4546035508', 'NA1_4546007431', 'NA1_4545966953', 'NA1_4545914321', 'NA1_4545239149', 'NA1_4545197555', 'NA1_4545169016', 'NA1_4545113530', 'NA1_4545071214', 'NA1_4545031400', 'NA1_4544997786', 'NA1_4544940518', 'NA1_4544922897', 'NA1_4544863369', 'NA1_4544252806', 'NA1_4544223881']"
4197,"['NA1_4546747482', 'NA1_4546721461', 'NA1_4546700939', 'NA1_4546514879', 'NA1_4546492840', 'NA1_4546468145', 'NA1_4546269594', 'NA1_4546260958', 'NA1_4546220358', 'NA1_4546089919', 'NA1_4546038410', 'NA1_4545925327', 'NA1_4545914165', 'NA1_4545880862', 'NA1_4545841025', 'NA1_4545796991', 'NA1_4545747725', 'NA1_4545722123', 'NA1_4545690396', 'NA1_4545601168']"
4198,"['NA1_4545845945', 'NA1_4545809198', 'NA1_4545773551', 'NA1_4545691066', 'NA1_4545546061', 'NA1_4545533837', 'NA1_4545514095', 'NA1_4545025372', 'NA1_4544942348', 'NA1_4544905233', 'NA1_4544797033', 'NA1_4544765561', 'NA1_4544737615', 'NA1_4544716486', 'NA1_4544254745', 'NA1_4543191107', 'NA1_4543146153', 'NA1_4541480385', 'NA1_4541235647', 'NA1_4541218903']"
4199,"['NA1_4546573388', 'NA1_4546549282', 'NA1_4546533423', 'NA1_4546516321', 'NA1_4546241623', 'NA1_4546209233', 'NA1_4546196895', 'NA1_4546155634', 'NA1_4545963625', 'NA1_4545893133', 'NA1_4545617534', 'NA1_4545599172', 'NA1_4545571693', 'NA1_4545549238', 'NA1_4545146218', 'NA1_4545090877', 'NA1_4545033929', 'NA1_4544986380', 'NA1_4544960071', 'NA1_4544913592']"
4200,"['NA1_4546714261', 'NA1_4546669648', 'NA1_4545890822', 'NA1_4545836468', 'NA1_4545810070', 'NA1_4545687970', 'NA1_4545653289', 'NA1_4544947993', 'NA1_4544917930', 'NA1_4544854267', 'NA1_4544815328', 'NA1_4544802396', 'NA1_4544721721', 'NA1_4543928582', 'NA1_4543134339', 'NA1_4543115201', 'NA1_4543090355', 'NA1_4543066523', 'NA1_4543034427', 'NA1_4543011954']"
4201,"['NA1_4545192686', 'NA1_4545158556', 'NA1_4545119793', 'NA1_4545072756', 'NA1_4544940086', 'NA1_4544905700', 'NA1_4544872471', 'NA1_4544866937', 'NA1_4544827087', 'NA1_4544752908', 'NA1_4544715474', 'NA1_4544705047', 'NA1_4544681459', 'NA1_4544659245', 'NA1_4544642973', 'NA1_4543438391', 'NA1_4543415883', 'NA1_4543390116', 'NA1_4543345995', 'NA1_4542606308']"
4202,"['NA1_4546466846', 'NA1_4546438721', 'NA1_4546311970', 'NA1_4546281642', 'NA1_4546265876', 'NA1_4546238061', 'NA1_4546199029', 'NA1_4546161166', 'NA1_4545450989', 'NA1_4545430387', 'NA1_4545416581', 'NA1_4545401643', 'NA1_4534986651', 'NA1_4534958224', 'NA1_4534379858', 'NA1_4534368238', 'NA1_4526614219', 'NA1_4526574660', 'NA1_4526550078', 'NA1_4526498615']"
4203,"['NA1_4546773847', 'NA1_4546242526', 'NA1_4546221314', 'NA1_4546186514', 'NA1_4546159317', 'NA1_4545708334', 'NA1_4545667791', 'NA1_4545646201', 'NA1_4545632816', 'NA1_4545568683', 'NA1_4545244771', 'NA1_4545195380', 'NA1_4545163354', 'NA1_4545129525', 'NA1_4545102340', 'NA1_4545060253', 'NA1_4545003440', 'NA1_4544972765', 'NA1_4544926856', 'NA1_4450686319']"
4204,"['NA1_4546233251', 'NA1_4546213602', 'NA1_4546176149', 'NA1_4545768227', 'NA1_4545741294', 'NA1_4545688616', 'NA1_4545668780', 'NA1_4545575473', 'NA1_4545320607', 'NA1_4544760325', 'NA1_4544738554', 'NA1_4544719073', 'NA1_4544695870', 'NA1_4540171388', 'NA1_4540147173', 'NA1_4538935748', 'NA1_4538520820', 'NA1_4538478717', 'NA1_4538463775', 'NA1_4538431835']"
4205,"['NA1_4546618095', 'NA1_4545858223', 'NA1_4545812614', 'NA1_4545795008', 'NA1_4545719883', 'NA1_4545653952', 'NA1_4545608813', 'NA1_4545511412', 'NA1_4544748387', 'NA1_4544663629', 'NA1_4544646426', 'NA1_4544636113', 'NA1_4544587323', 'NA1_4544562630', 'NA1_4544018884', 'NA1_4543979074', 'NA1_4543967030', 'NA1_4543894682', 'NA1_4521888336', 'NA1_4521855535']"
4206,"['NA1_4546670116', 'NA1_4546585614', 'NA1_4546570750', 'NA1_4545917795', 'NA1_4545880862', 'NA1_4545854754', 'NA1_4545794340', 'NA1_4545566352', 'NA1_4545536659', 'NA1_4545071307', 'NA1_4544952908', 'NA1_4544899297', 'NA1_4544528631', 'NA1_4533073253', 'NA1_4532978713', 'NA1_4526445028', 'NA1_4519205115', 'NA1_4519150971', 'NA1_4519120023', 'NA1_4519076551']"
4207,"['NA1_4546359320', 'NA1_4546346342', 'NA1_4546321035', 'NA1_4546274637', 'NA1_4546246692', 'NA1_4546218206', 'NA1_4545279634', 'NA1_4545259905', 'NA1_4545221269', 'NA1_4545192982', 'NA1_4544318557', 'NA1_4543736108', 'NA1_4543038300', 'NA1_4542325492', 'NA1_4541364054', 'NA1_4540863248', 'NA1_4540204497', 'NA1_4540184202', 'NA1_4539749575', 'NA1_4539710876']"
4208,"['NA1_4546198132', 'NA1_4546162886', 'NA1_4546111341', 'NA1_4546063588', 'NA1_4546015976', 'NA1_4545968666', 'NA1_4545747687', 'NA1_4545710484', 'NA1_4545684457', 'NA1_4545649265', 'NA1_4545596284', 'NA1_4545596887', 'NA1_4545568683', 'NA1_4545559159', 'NA1_4545533837', 'NA1_4545506645', 'NA1_4545496433', 'NA1_4545477295', 'NA1_4545343669', 'NA1_4545342166']"
4209,"['NA1_4546621138', 'NA1_4546594170', 'NA1_4546549904', 'NA1_4546517511', 'NA1_4546492840', 'NA1_4545757420', 'NA1_4545606713', 'NA1_4545163139', 'NA1_4545114665', 'NA1_4545070555', 'NA1_4544711733', 'NA1_4544653429', 'NA1_4544630248', 'NA1_4544599793', 'NA1_4544559803', 'NA1_4544555976', 'NA1_4543811956', 'NA1_4543784611', 'NA1_4543732763', 'NA1_4543715220']"
4210,"['NA1_4546730692', 'NA1_4546702416', 'NA1_4546614297', 'NA1_4546560574', 'NA1_4546546180', 'NA1_4546523111', 'NA1_4546460296', 'NA1_4546442616', 'NA1_4546019450', 'NA1_4545994216', 'NA1_4545426373', 'NA1_4544738727', 'NA1_4544706024', 'NA1_4544630407', 'NA1_4544630123', 'NA1_4541866450', 'NA1_4541341604', 'NA1_4541306350', 'NA1_4541274465', 'NA1_4541242593']"
4211,"['NA1_4546761397', 'NA1_4546732572', 'NA1_4546709736', 'NA1_4546667463', 'NA1_4546644040', 'NA1_4546584403', 'NA1_4546559625', 'NA1_4546544078', 'NA1_4546528768', 'NA1_4546508742', 'NA1_4546289002', 'NA1_4546258811', 'NA1_4546234764', 'NA1_4545985500', 'NA1_4545941570', 'NA1_4545899400', 'NA1_4545824276', 'NA1_4545779722', 'NA1_4545756819', 'NA1_4545720471']"
4212,"['NA1_4545140946', 'NA1_4545089691', 'NA1_4545059627', 'NA1_4544967556', 'NA1_4544924675', 'NA1_4544886376', 'NA1_4544864739', 'NA1_4544822491', 'NA1_4544768216', 'NA1_4544732528', 'NA1_4544711733', 'NA1_4544693888', 'NA1_4544661626', 'NA1_4544635493', 'NA1_4544618689', 'NA1_4544614493', 'NA1_4543478581', 'NA1_4543044330', 'NA1_4543010512', 'NA1_4543000200']"
4213,"['NA1_4546666241', 'NA1_4546638218', 'NA1_4546616989', 'NA1_4546589592', 'NA1_4546572149', 'NA1_4546554895', 'NA1_4546255073', 'NA1_4545809390', 'NA1_4545794788', 'NA1_4545694215', 'NA1_4545663258', 'NA1_4545571693', 'NA1_4545561757', 'NA1_4545252940', 'NA1_4544844791', 'NA1_4544522769', 'NA1_4544050459', 'NA1_4543241499', 'NA1_4543156868', 'NA1_4543113170']"
4214,"['NA1_4546221965', 'NA1_4546161166', 'NA1_4546087535', 'NA1_4546053235', 'NA1_4545987935', 'NA1_4545942106', 'NA1_4545894890', 'NA1_4545857161', 'NA1_4545805331', 'NA1_4545773551', 'NA1_4545673440', 'NA1_4545640859', 'NA1_4545612545', 'NA1_4545596284', 'NA1_4545578058', 'NA1_4545558777', 'NA1_4545535125', 'NA1_4545520027', 'NA1_4545508891', 'NA1_4545244214']"
4215,"['NA1_4546751919', 'NA1_4546094375', 'NA1_4546060757', 'NA1_4545997272', 'NA1_4545137021', 'NA1_4545102301', 'NA1_4544949727', 'NA1_4544921993', 'NA1_4544856835', 'NA1_4544830845', 'NA1_4544775242', 'NA1_4544727673', 'NA1_4544725906', 'NA1_4544689460', 'NA1_4544605941', 'NA1_4544582316', 'NA1_4543941964', 'NA1_4543362660', 'NA1_4539572152', 'NA1_4539471453']"
4216,"['NA1_4546332896', 'NA1_4546318798', 'NA1_4546296260', 'NA1_4546282429', 'NA1_4546270422', 'NA1_4546258175', 'NA1_4546232650', 'NA1_4546223076', 'NA1_4546207876', 'NA1_4546171091', 'NA1_4545749508', 'NA1_4545715082', 'NA1_4545680678', 'NA1_4545668894', 'NA1_4545640920', 'NA1_4545621216', 'NA1_4545591211', 'NA1_4545565682', 'NA1_4545340213', 'NA1_4545322128']"
4217,"['NA1_4546751281', 'NA1_4546722800', 'NA1_4546692807', 'NA1_4546662122', 'NA1_4546152704', 'NA1_4546103714', 'NA1_4546074330', 'NA1_4546039561', 'NA1_4546007217', 'NA1_4545969046', 'NA1_4545926332', 'NA1_4545826973', 'NA1_4545801474', 'NA1_4545701409', 'NA1_4545688373', 'NA1_4545664972', 'NA1_4545637944', 'NA1_4545590023', 'NA1_4545570877', 'NA1_4545481093']"
4218,"['NA1_4546336764', 'NA1_4546296671', 'NA1_4546278083', 'NA1_4546221199', 'NA1_4546177705', 'NA1_4546152195', 'NA1_4546125333', 'NA1_4546094229', 'NA1_4545982929', 'NA1_4545938925', 'NA1_4545879468', 'NA1_4545841151', 'NA1_4545812055', 'NA1_4545792199', 'NA1_4545676991', 'NA1_4545641452', 'NA1_4545617844', 'NA1_4545333184', 'NA1_4545323853', 'NA1_4545186745']"
4219,"['NA1_4546381424', 'NA1_4546368511', 'NA1_4546364444', 'NA1_4546350450', 'NA1_4546328651', 'NA1_4546317241', 'NA1_4546293692', 'NA1_4546269594', 'NA1_4546244643', 'NA1_4546214611', 'NA1_4546109235', 'NA1_4546072728', 'NA1_4546032237', 'NA1_4545988004', 'NA1_4545945840', 'NA1_4545931071', 'NA1_4545880011', 'NA1_4545397182', 'NA1_4545385704', 'NA1_4545378155']"
4220,"['NA1_4546383220', 'NA1_4546371539', 'NA1_4546364598', 'NA1_4546355199', 'NA1_4545797965', 'NA1_4545753658', 'NA1_4545727783', 'NA1_4545392996', 'NA1_4545380319', 'NA1_4545371378', 'NA1_4544894827', 'NA1_4544855822', 'NA1_4544817715', 'NA1_4544797471', 'NA1_4542359672', 'NA1_4542329363', 'NA1_4542272575', 'NA1_4542243965', 'NA1_4541799730', 'NA1_4541793304']"
4221,"['NA1_4546379987', 'NA1_4545438058', 'NA1_4545401542', 'NA1_4545388239', 'NA1_4545380255', 'NA1_4545359231', 'NA1_4545352909', 'NA1_4545330391', 'NA1_4544734690', 'NA1_4544706683', 'NA1_4544695996', 'NA1_4544652492', 'NA1_4544637345', 'NA1_4544620962', 'NA1_4544608930', 'NA1_4544585543', 'NA1_4544569650', 'NA1_4544557672', 'NA1_4543790244', 'NA1_4543766593']"
4222,"['NA1_4546718464', 'NA1_4546672107', 'NA1_4546627556', 'NA1_4546607846', 'NA1_4546585126', 'NA1_4546045404', 'NA1_4546006904', 'NA1_4545875988', 'NA1_4545650797', 'NA1_4545584133', 'NA1_4545114273', 'NA1_4545042818', 'NA1_4544929065', 'NA1_4544710330', 'NA1_4544699519', 'NA1_4544682989', 'NA1_4543986907', 'NA1_4543941964', 'NA1_4543871409', 'NA1_4543143323']"
4223,"['NA1_4546768280', 'NA1_4546749302', 'NA1_4546028781', 'NA1_4545739258', 'NA1_4545196612', 'NA1_4545168139', 'NA1_4545145423', 'NA1_4544922956', 'NA1_4544893789', 'NA1_4544853617', 'NA1_4544812675', 'NA1_4544785469', 'NA1_4544769080', 'NA1_4544595918', 'NA1_4544584122', 'NA1_4544209447', 'NA1_4544176853', 'NA1_4544152783', 'NA1_4544129843', 'NA1_4544104431']"
4224,"['NA1_4546127439', 'NA1_4546073702', 'NA1_4546020091', 'NA1_4545973866', 'NA1_4545937992', 'NA1_4545880041', 'NA1_4545147842', 'NA1_4545115665', 'NA1_4545082870', 'NA1_4545056019', 'NA1_4545004270', 'NA1_4544227568', 'NA1_4543383220', 'NA1_4543339414', 'NA1_4543302891', 'NA1_4543259797', 'NA1_4543129591', 'NA1_4542545728', 'NA1_4542533098', 'NA1_4542289502']"
4225,"['NA1_4546330289', 'NA1_4546315017', 'NA1_4546294353', 'NA1_4546273186', 'NA1_4546238368', 'NA1_4546114335', 'NA1_4546089234', 'NA1_4546034985', 'NA1_4545979985', 'NA1_4545925619', 'NA1_4545886149', 'NA1_4545725718', 'NA1_4545700222', 'NA1_4545672684', 'NA1_4545658925', 'NA1_4545636963', 'NA1_4545264314', 'NA1_4545234560', 'NA1_4545227844', 'NA1_4545197188']"
4226,"['NA1_4546585699', 'NA1_4546561665', 'NA1_4546546381', 'NA1_4546515557', 'NA1_4546512006', 'NA1_4546485634', 'NA1_4546482317', 'NA1_4546296694', 'NA1_4546279007', 'NA1_4546237480', 'NA1_4546220129', 'NA1_4546165595', 'NA1_4546125888', 'NA1_4545915361', 'NA1_4545869580', 'NA1_4545819115', 'NA1_4545761732', 'NA1_4545745922', 'NA1_4545668519', 'NA1_4545656875']"
